Date,Time,I_DC,V_DC,LineSpeed,Power_Out,V_Out
04/09/2023,17:32:58,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:32:59,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:00,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:01,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:02,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:03,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:04,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:05,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:06,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:07,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:08,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:09,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:10,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:11,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:12,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:13,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:14,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:15,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:16,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:17,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:18,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:19,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:20,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:21,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:22,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:23,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:24,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:25,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:26,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:27,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:28,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:29,0.00,0.00,0.00,0.00,0.00
04/09/2023,17:33:30,0.00,0.00,0.00,0.00,0.00
