Date,Time,I_DC,V_DC,LineSpeed,Power_Out,V_Out,PowerSetSpecPower,SpecificPower
06/09/2023,11:21:57,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:21:58,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:21:59,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:00,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:01,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:22:02,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:22:03,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:22:04,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:05,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:07,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:22:08,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:22:09,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:10,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:11,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:22:12,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:13,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:22:14,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:15,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:22:16,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:22:17,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:18,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:22:19,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:20,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:21,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:22,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:22:23,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:24,0.00,0.00,7.50,234.35,0.00,34.00,0.00
06/09/2023,11:22:25,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:22:26,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:22:27,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:22:28,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:22:29,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:22:30,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:31,0.00,0.00,7.50,234.35,0.00,34.00,0.00
06/09/2023,11:22:32,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:33,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:22:34,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:35,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:22:36,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:22:37,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:38,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:39,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:40,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:22:41,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:42,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:43,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:22:44,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:45,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:46,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:47,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:22:48,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:49,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:50,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:22:51,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:52,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:53,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:22:54,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:22:55,0.00,0.00,7.50,234.35,0.00,34.00,0.00
06/09/2023,11:22:56,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:57,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:22:58,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:22:59,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:00,0.00,0.00,7.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:01,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:23:02,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:03,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:04,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:23:05,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:06,0.00,0.00,7.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:07,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:08,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:23:09,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:10,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:11,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:23:12,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:13,0.00,0.00,7.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:14,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:15,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:23:16,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:17,0.00,0.00,7.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:19,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:23:20,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:21,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:22,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:23,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:23:24,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:25,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:26,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:23:27,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:28,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:29,0.00,0.00,7.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:30,0.00,0.00,7.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:31,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:32,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:23:33,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:34,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:35,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:23:36,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:37,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:38,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:39,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:23:40,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:41,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:42,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:23:43,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:44,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:45,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:46,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:23:47,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:48,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:49,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:23:50,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:51,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:52,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:53,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:23:54,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:23:55,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:56,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:23:57,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:58,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:23:59,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:24:00,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:01,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:02,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:24:03,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:24:04,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:24:05,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:06,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:24:07,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:08,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:09,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:24:10,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:24:11,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:12,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:13,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:24:14,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:24:15,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:16,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:17,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:24:18,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:19,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:20,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:24:21,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:22,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:24:23,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:24:24,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:25,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:26,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:24:27,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:28,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:29,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:24:30,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:32,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:33,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:24:34,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:24:35,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:05,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:06,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:07,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:08,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:25:09,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:10,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:11,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:25:12,0.00,0.00,7.50,234.35,0.00,34.00,0.00
06/09/2023,11:25:13,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:25:14,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:25:15,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:25:16,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:17,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:18,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:25:33,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:34,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:35,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:25:36,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:37,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:38,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:25:39,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:40,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:41,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:25:42,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:25:44,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:25:45,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:25:46,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:25:47,0.00,0.00,7.50,234.35,0.00,34.00,0.00
06/09/2023,11:25:48,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:25:49,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:50,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:25:51,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:25:52,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:53,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:54,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:25:55,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:25:56,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:57,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:25:58,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:25:59,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:00,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:26:01,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:02,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:26:03,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:04,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:05,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:26:06,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:07,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:26:08,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:26:09,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:26:10,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:26:11,0.00,0.00,7.50,234.35,0.00,34.00,0.00
06/09/2023,11:26:12,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:26:13,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:14,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:26:15,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:26:16,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:17,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:18,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:26:19,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:26:20,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:21,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:26:22,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:26:23,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:24,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:25,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:26:26,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:26:27,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:28,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:26:29,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:26:30,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:31,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:26:32,0.00,0.00,7.50,235.41,0.00,34.00,0.00
06/09/2023,11:26:33,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:34,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:35,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:26:36,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:37,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:38,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:26:39,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:26:40,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:41,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:42,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:26:43,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:44,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:45,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:26:46,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:47,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:48,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:49,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:26:50,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:26:51,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:26:52,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:26:53,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:26:54,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:26:56,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:26:57,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:26:58,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:26:59,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:27:00,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:27:01,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:27:02,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:27:04,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:27:05,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:27:06,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:27:07,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:27:08,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:27:09,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:27:10,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:11,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:12,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:27:13,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:14,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:17,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:18,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:19,0.00,0.00,7.50,235.41,0.00,34.00,0.00
06/09/2023,11:27:20,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:27:21,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:22,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:27:23,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:27:24,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:27:25,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:27:26,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:27:27,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:28,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:27:29,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:27:30,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:31,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:32,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:27:33,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:34,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:35,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:36,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:27:37,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:38,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:39,0.00,0.00,7.50,235.41,0.00,34.00,0.00
06/09/2023,11:27:40,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:41,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:27:42,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:27:43,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:44,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:45,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:27:46,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:27:47,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:27:48,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:49,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:27:50,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:27:51,0.00,0.00,8.50,234.35,0.00,34.00,0.00
06/09/2023,11:27:52,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:53,0.00,0.00,8.00,234.35,0.00,34.00,0.00
06/09/2023,11:27:54,0.00,0.00,8.00,235.41,0.00,34.00,0.00
06/09/2023,11:27:55,0.00,0.00,8.50,235.41,0.00,34.00,0.00
06/09/2023,11:27:56,0.00,0.00,8.00,234.35,0.00,34.00,0.00
